Mean Temp Monthly (°C),Total Precip Monthly (mm),Province,Year,Month
5.82,217.5,British Columbia,2013,11
5.82,217.5,British Columbia,2013,11
5.82,217.5,British Columbia,2013,11
5.82,217.5,British Columbia,2013,11
5.82,217.5,British Columbia,2013,11
5.82,217.5,British Columbia,2013,11
5.82,217.5,British Columbia,2013,11
5.82,217.5,British Columbia,2013,11
5.82,217.5,British Columbia,2013,11
5.82,217.5,British Columbia,2013,11
5.82,217.5,British Columbia,2013,11
5.82,217.5,British Columbia,2013,11
5.82,217.5,British Columbia,2013,11
5.82,217.5,British Columbia,2013,11
1.783870968,118,British Columbia,2013,12
1.783870968,118,British Columbia,2013,12
1.783870968,118,British Columbia,2013,12
1.783870968,118,British Columbia,2013,12
1.783870968,118,British Columbia,2013,12
1.783870968,118,British Columbia,2013,12
1.783870968,118,British Columbia,2013,12
1.783870968,118,British Columbia,2013,12
1.783870968,118,British Columbia,2013,12
1.783870968,118,British Columbia,2013,12
1.783870968,118,British Columbia,2013,12
1.783870968,118,British Columbia,2013,12
1.783870968,118,British Columbia,2013,12
1.783870968,118,British Columbia,2013,12
1.783870968,118,British Columbia,2013,12
1.783870968,118,British Columbia,2013,12
1.783870968,118,British Columbia,2013,12
1.783870968,118,British Columbia,2013,12
1.783870968,118,British Columbia,2013,12
1.783870968,118,British Columbia,2013,12
1.783870968,118,British Columbia,2013,12
1.783870968,118,British Columbia,2013,12
1.783870968,118,British Columbia,2013,12
1.783870968,118,British Columbia,2013,12
1.783870968,118,British Columbia,2013,12
1.783870968,118,British Columbia,2013,12
1.783870968,118,British Columbia,2013,12
1.783870968,118,British Columbia,2013,12
1.783870968,118,British Columbia,2013,12
1.783870968,118,British Columbia,2013,12
1.783870968,118,British Columbia,2013,12
-16.596774194,36.3,Ontario,2022,1
-16.596774194,36.3,Ontario,2022,1
-16.596774194,36.3,Ontario,2022,1
-16.596774194,36.3,Ontario,2022,1
-16.596774194,36.3,Ontario,2022,1
-16.596774194,36.3,Ontario,2022,1
-16.596774194,36.3,Ontario,2022,1
-16.596774194,36.3,Ontario,2022,1
-16.596774194,36.3,Ontario,2022,1
-16.596774194,36.3,Ontario,2022,1
-16.596774194,36.3,Ontario,2022,1
-16.596774194,36.3,Ontario,2022,1
-16.596774194,36.3,Ontario,2022,1
-16.596774194,36.3,Ontario,2022,1
-16.596774194,36.3,Ontario,2022,1
-16.596774194,36.3,Ontario,2022,1
-16.596774194,36.3,Ontario,2022,1
-16.596774194,36.3,Ontario,2022,1
-16.596774194,36.3,Ontario,2022,1
-16.596774194,36.3,Ontario,2022,1
-16.596774194,36.3,Ontario,2022,1
-16.596774194,36.3,Ontario,2022,1
-16.596774194,36.3,Ontario,2022,1
-16.596774194,36.3,Ontario,2022,1
-16.596774194,36.3,Ontario,2022,1
-16.596774194,36.3,Ontario,2022,1
-16.596774194,36.3,Ontario,2022,1
-16.596774194,36.3,Ontario,2022,1
-16.596774194,36.3,Ontario,2022,1
-16.596774194,36.3,Ontario,2022,1
-16.596774194,36.3,Ontario,2022,1
-11.946428571,74.7,Ontario,2022,2
-11.946428571,74.7,Ontario,2022,2
-11.946428571,74.7,Ontario,2022,2
-11.946428571,74.7,Ontario,2022,2
-11.946428571,74.7,Ontario,2022,2
-11.946428571,74.7,Ontario,2022,2
-11.946428571,74.7,Ontario,2022,2
-11.946428571,74.7,Ontario,2022,2
-11.946428571,74.7,Ontario,2022,2
-11.946428571,74.7,Ontario,2022,2
-11.946428571,74.7,Ontario,2022,2
-11.946428571,74.7,Ontario,2022,2
-11.946428571,74.7,Ontario,2022,2
-11.946428571,74.7,Ontario,2022,2
-11.946428571,74.7,Ontario,2022,2
-11.946428571,74.7,Ontario,2022,2
-11.946428571,74.7,Ontario,2022,2
-11.946428571,74.7,Ontario,2022,2
-11.946428571,74.7,Ontario,2022,2
-11.946428571,74.7,Ontario,2022,2
-11.946428571,74.7,Ontario,2022,2
-11.946428571,74.7,Ontario,2022,2
-11.946428571,74.7,Ontario,2022,2
-11.946428571,74.7,Ontario,2022,2
-11.946428571,74.7,Ontario,2022,2
-11.946428571,74.7,Ontario,2022,2
-11.946428571,74.7,Ontario,2022,2
-11.946428571,74.7,Ontario,2022,2
-4.451612903,58,Ontario,2022,3
-4.451612903,58,Ontario,2022,3
-4.451612903,58,Ontario,2022,3
-4.451612903,58,Ontario,2022,3
-4.451612903,58,Ontario,2022,3
-4.451612903,58,Ontario,2022,3
-4.451612903,58,Ontario,2022,3
-4.451612903,58,Ontario,2022,3
-4.451612903,58,Ontario,2022,3
-4.451612903,58,Ontario,2022,3
-4.451612903,58,Ontario,2022,3
-4.451612903,58,Ontario,2022,3
-4.451612903,58,Ontario,2022,3
-4.451612903,58,Ontario,2022,3
-4.451612903,58,Ontario,2022,3
-4.451612903,58,Ontario,2022,3
-4.451612903,58,Ontario,2022,3
-4.451612903,58,Ontario,2022,3
-4.451612903,58,Ontario,2022,3
-4.451612903,58,Ontario,2022,3
-4.451612903,58,Ontario,2022,3
-4.451612903,58,Ontario,2022,3
-4.451612903,58,Ontario,2022,3
-4.451612903,58,Ontario,2022,3
-4.451612903,58,Ontario,2022,3
-4.451612903,58,Ontario,2022,3
-4.451612903,58,Ontario,2022,3
-4.451612903,58,Ontario,2022,3
-4.451612903,58,Ontario,2022,3
-4.451612903,58,Ontario,2022,3
-4.451612903,58,Ontario,2022,3
2.926666667,66.3,Ontario,2022,4
2.926666667,66.3,Ontario,2022,4
2.926666667,66.3,Ontario,2022,4
2.926666667,66.3,Ontario,2022,4
2.926666667,66.3,Ontario,2022,4
2.926666667,66.3,Ontario,2022,4
2.926666667,66.3,Ontario,2022,4
2.926666667,66.3,Ontario,2022,4
2.926666667,66.3,Ontario,2022,4
2.926666667,66.3,Ontario,2022,4
2.926666667,66.3,Ontario,2022,4
2.926666667,66.3,Ontario,2022,4
2.926666667,66.3,Ontario,2022,4
2.926666667,66.3,Ontario,2022,4
2.926666667,66.3,Ontario,2022,4
2.926666667,66.3,Ontario,2022,4
2.926666667,66.3,Ontario,2022,4
2.926666667,66.3,Ontario,2022,4
2.926666667,66.3,Ontario,2022,4
2.926666667,66.3,Ontario,2022,4
2.926666667,66.3,Ontario,2022,4
2.926666667,66.3,Ontario,2022,4
2.926666667,66.3,Ontario,2022,4
2.926666667,66.3,Ontario,2022,4
2.926666667,66.3,Ontario,2022,4
2.926666667,66.3,Ontario,2022,4
2.926666667,66.3,Ontario,2022,4
2.926666667,66.3,Ontario,2022,4
2.926666667,66.3,Ontario,2022,4
2.926666667,66.3,Ontario,2022,4
12.773076923,97.4,Ontario,2022,5
12.773076923,97.4,Ontario,2022,5
12.773076923,97.4,Ontario,2022,5
12.773076923,97.4,Ontario,2022,5
12.773076923,97.4,Ontario,2022,5
12.773076923,97.4,Ontario,2022,5
12.773076923,97.4,Ontario,2022,5
12.773076923,97.4,Ontario,2022,5
12.773076923,97.4,Ontario,2022,5
12.773076923,97.4,Ontario,2022,5
12.773076923,97.4,Ontario,2022,5
12.773076923,97.4,Ontario,2022,5
12.773076923,97.4,Ontario,2022,5
12.773076923,97.4,Ontario,2022,5
12.773076923,97.4,Ontario,2022,5
12.773076923,97.4,Ontario,2022,5
12.773076923,97.4,Ontario,2022,5
12.773076923,97.4,Ontario,2022,5
12.773076923,97.4,Ontario,2022,5
12.773076923,97.4,Ontario,2022,5
12.773076923,97.4,Ontario,2022,5
12.773076923,97.4,Ontario,2022,5
12.773076923,97.4,Ontario,2022,5
12.773076923,97.4,Ontario,2022,5
12.773076923,97.4,Ontario,2022,5
12.773076923,97.4,Ontario,2022,5
12.773076923,97.4,Ontario,2022,5
12.773076923,97.4,Ontario,2022,5
12.773076923,97.4,Ontario,2022,5
12.773076923,97.4,Ontario,2022,5
12.773076923,97.4,Ontario,2022,5
15.533333333,130.9,Ontario,2022,6
15.533333333,130.9,Ontario,2022,6
15.533333333,130.9,Ontario,2022,6
15.533333333,130.9,Ontario,2022,6
15.533333333,130.9,Ontario,2022,6
15.533333333,130.9,Ontario,2022,6
15.533333333,130.9,Ontario,2022,6
15.533333333,130.9,Ontario,2022,6
15.533333333,130.9,Ontario,2022,6
15.533333333,130.9,Ontario,2022,6
15.533333333,130.9,Ontario,2022,6
15.533333333,130.9,Ontario,2022,6
15.533333333,130.9,Ontario,2022,6
15.533333333,130.9,Ontario,2022,6
15.533333333,130.9,Ontario,2022,6
15.533333333,130.9,Ontario,2022,6
15.533333333,130.9,Ontario,2022,6
15.533333333,130.9,Ontario,2022,6
15.533333333,130.9,Ontario,2022,6
15.533333333,130.9,Ontario,2022,6
15.533333333,130.9,Ontario,2022,6
15.533333333,130.9,Ontario,2022,6
15.533333333,130.9,Ontario,2022,6
15.533333333,130.9,Ontario,2022,6
15.533333333,130.9,Ontario,2022,6
15.533333333,130.9,Ontario,2022,6
15.533333333,130.9,Ontario,2022,6
15.533333333,130.9,Ontario,2022,6
15.533333333,130.9,Ontario,2022,6
15.533333333,130.9,Ontario,2022,6
17.5,59.2,Ontario,2022,7
17.5,59.2,Ontario,2022,7
17.5,59.2,Ontario,2022,7
17.5,59.2,Ontario,2022,7
17.5,59.2,Ontario,2022,7
17.5,59.2,Ontario,2022,7
17.5,59.2,Ontario,2022,7
17.5,59.2,Ontario,2022,7
17.5,59.2,Ontario,2022,7
17.5,59.2,Ontario,2022,7
17.5,59.2,Ontario,2022,7
17.5,59.2,Ontario,2022,7
17.5,59.2,Ontario,2022,7
17.5,59.2,Ontario,2022,7
17.5,59.2,Ontario,2022,7
17.5,59.2,Ontario,2022,7
17.5,59.2,Ontario,2022,7
17.5,59.2,Ontario,2022,7
17.5,59.2,Ontario,2022,7
17.5,59.2,Ontario,2022,7
17.5,59.2,Ontario,2022,7
17.5,59.2,Ontario,2022,7
17.5,59.2,Ontario,2022,7
17.5,59.2,Ontario,2022,7
17.5,59.2,Ontario,2022,7
17.5,59.2,Ontario,2022,7
17.5,59.2,Ontario,2022,7
17.5,59.2,Ontario,2022,7
17.5,59.2,Ontario,2022,7
17.5,59.2,Ontario,2022,7
17.5,59.2,Ontario,2022,7
17.425806452,78.2,Ontario,2022,8
17.425806452,78.2,Ontario,2022,8
17.425806452,78.2,Ontario,2022,8
17.425806452,78.2,Ontario,2022,8
17.425806452,78.2,Ontario,2022,8
17.425806452,78.2,Ontario,2022,8
17.425806452,78.2,Ontario,2022,8
17.425806452,78.2,Ontario,2022,8
17.425806452,78.2,Ontario,2022,8
17.425806452,78.2,Ontario,2022,8
17.425806452,78.2,Ontario,2022,8
17.425806452,78.2,Ontario,2022,8
17.425806452,78.2,Ontario,2022,8
17.425806452,78.2,Ontario,2022,8
17.425806452,78.2,Ontario,2022,8
17.425806452,78.2,Ontario,2022,8
17.425806452,78.2,Ontario,2022,8
17.425806452,78.2,Ontario,2022,8
17.425806452,78.2,Ontario,2022,8
17.425806452,78.2,Ontario,2022,8
17.425806452,78.2,Ontario,2022,8
17.425806452,78.2,Ontario,2022,8
17.425806452,78.2,Ontario,2022,8
17.425806452,78.2,Ontario,2022,8
17.425806452,78.2,Ontario,2022,8
17.425806452,78.2,Ontario,2022,8
17.425806452,78.2,Ontario,2022,8
17.425806452,78.2,Ontario,2022,8
17.425806452,78.2,Ontario,2022,8
17.425806452,78.2,Ontario,2022,8
17.425806452,78.2,Ontario,2022,8
12.53,70.3,Ontario,2022,9
12.53,70.3,Ontario,2022,9
12.53,70.3,Ontario,2022,9
12.53,70.3,Ontario,2022,9
12.53,70.3,Ontario,2022,9
12.53,70.3,Ontario,2022,9
12.53,70.3,Ontario,2022,9
12.53,70.3,Ontario,2022,9
12.53,70.3,Ontario,2022,9
12.53,70.3,Ontario,2022,9
12.53,70.3,Ontario,2022,9
12.53,70.3,Ontario,2022,9
12.53,70.3,Ontario,2022,9
12.53,70.3,Ontario,2022,9
12.53,70.3,Ontario,2022,9
12.53,70.3,Ontario,2022,9
12.53,70.3,Ontario,2022,9
12.53,70.3,Ontario,2022,9
12.53,70.3,Ontario,2022,9
12.53,70.3,Ontario,2022,9
12.53,70.3,Ontario,2022,9
12.53,70.3,Ontario,2022,9
12.53,70.3,Ontario,2022,9
12.53,70.3,Ontario,2022,9
12.53,70.3,Ontario,2022,9
12.53,70.3,Ontario,2022,9
12.53,70.3,Ontario,2022,9
12.53,70.3,Ontario,2022,9
12.53,70.3,Ontario,2022,9
12.53,70.3,Ontario,2022,9
6.151612903,64.8,Ontario,2022,10
6.151612903,64.8,Ontario,2022,10
6.151612903,64.8,Ontario,2022,10
6.151612903,64.8,Ontario,2022,10
6.151612903,64.8,Ontario,2022,10
6.151612903,64.8,Ontario,2022,10
6.151612903,64.8,Ontario,2022,10
6.151612903,64.8,Ontario,2022,10
6.151612903,64.8,Ontario,2022,10
6.151612903,64.8,Ontario,2022,10
6.151612903,64.8,Ontario,2022,10
6.151612903,64.8,Ontario,2022,10
6.151612903,64.8,Ontario,2022,10
6.151612903,64.8,Ontario,2022,10
6.151612903,64.8,Ontario,2022,10
6.151612903,64.8,Ontario,2022,10
6.151612903,64.8,Ontario,2022,10
6.151612903,64.8,Ontario,2022,10
6.151612903,64.8,Ontario,2022,10
6.151612903,64.8,Ontario,2022,10
6.151612903,64.8,Ontario,2022,10
6.151612903,64.8,Ontario,2022,10
6.151612903,64.8,Ontario,2022,10
6.151612903,64.8,Ontario,2022,10
6.151612903,64.8,Ontario,2022,10
6.151612903,64.8,Ontario,2022,10
6.151612903,64.8,Ontario,2022,10
6.151612903,64.8,Ontario,2022,10
6.151612903,64.8,Ontario,2022,10
6.151612903,64.8,Ontario,2022,10
6.151612903,64.8,Ontario,2022,10
0.763333333,44.2,Ontario,2022,11
0.763333333,44.2,Ontario,2022,11
0.763333333,44.2,Ontario,2022,11
0.763333333,44.2,Ontario,2022,11
0.763333333,44.2,Ontario,2022,11
0.763333333,44.2,Ontario,2022,11
0.763333333,44.2,Ontario,2022,11
0.763333333,44.2,Ontario,2022,11
0.763333333,44.2,Ontario,2022,11
0.763333333,44.2,Ontario,2022,11
0.763333333,44.2,Ontario,2022,11
0.763333333,44.2,Ontario,2022,11
0.763333333,44.2,Ontario,2022,11
0.763333333,44.2,Ontario,2022,11
0.763333333,44.2,Ontario,2022,11
0.763333333,44.2,Ontario,2022,11
0.763333333,44.2,Ontario,2022,11
0.763333333,44.2,Ontario,2022,11
0.763333333,44.2,Ontario,2022,11
0.763333333,44.2,Ontario,2022,11
0.763333333,44.2,Ontario,2022,11
0.763333333,44.2,Ontario,2022,11
0.763333333,44.2,Ontario,2022,11
0.763333333,44.2,Ontario,2022,11
0.763333333,44.2,Ontario,2022,11
0.763333333,44.2,Ontario,2022,11
0.763333333,44.2,Ontario,2022,11
0.763333333,44.2,Ontario,2022,11
0.763333333,44.2,Ontario,2022,11
0.763333333,44.2,Ontario,2022,11
-5.067741935,105.3,Ontario,2022,12
